GSTR1 Filing Freq,GSTR3B Filing Freq,GSTR1 Filing Status,GSTR3B Filing Status,GSTR1 Filing Date,GSTR3B Filing Date,GSTIN ID,Registration Name,State,Status,E-mail Id,Mobile Number,Registration Start Date,Registration End Date,Jurisdiction 2,Jurisdiction 3,Jurisdiction 4,Registration Type,Constitution of Business,Approving Authority,Return Period,IGST on Import of Goods - 4A1,CGST on Import of Goods - 4A1,SGST on Import of Goods - 4A1,CESS on Import of Goods - 4A1,IGST on Import of Services - 4A2,CGST on Import of Services - 4A2,SGST on Import of Services - 4A2,CESS on Import of Services - 4A2,IGST on Reverse Charge - 4A3,CGST on Reverse Charge - 4A3s,SGST on Reverse Charge - 4A3s,CESS on Reverse Charge - 4A3s,IGST on ISD - 4A4,CGST on ISD - 4A4,SGST on ISD - 4A4,CESS on ISD - 4A4,IGST on Other Supplies - 4A5,CGST on Other Supplies - 4A5,SGST on Other Supplies - 4A5,CESS on Other Supplies - 4A5,IGST - Rule based ITC Reversal - 4B1,CGST - Rule based ITC Reversal- 4B1,SGST - Rule based ITC Reversal- 4B1,Cess - Rule based ITC Reversal- 4B1,IGST - Other ITC Reversal - 4B2,CGST - Other ITC Reversal- 4B2,SGST - Other ITC Reversal- 4B2,Cess - Other ITC Reversal- 4B2,IGST Net ITC - 4C,CGST Net ITC- 4C,SGST Net ITC- 4C,CESS Net ITC- 4C,IGST in 4D1,CGST in 4D1,SGST in 4D1,Cess in 4D1,IGST in 4D2,CGST in 4D2,SGST in 4D2,Cess in 4D2
"M","M","1","1","2022-12-11","2022-12-20","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202211","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.50","2.50","0.00","0.00","0.00","0.00","0.00","1424547.50","3087984.48","3087984.48","0.00","0.00","0.00","0.00","0.00","0.00","35171.10","35171.10","0.00","1424547.50","3052815.88","3052815.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-12-03","2022-12-09","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202210","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6056.61","6056.61","0.00","0.00","0.00","0.00","0.00","1605.97","490657.40","490657.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1605.97","496714.01","496714.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-30","2022-11-09","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9268.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","255.49","255.49","0.00","9268.27","-255.49","-255.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-11","2022-10-11","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1680956.66","1960402.10","1960402.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1680956.66","1960402.10","1960402.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-11","2022-06-18","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2902.00","2902.00","0.00","0.00","0.00","0.00","0.00","490204.00","964626.00","964626.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","490204.00","967528.00","967528.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-10","2022-06-14","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8150.42","8150.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8150.42","8150.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-27","2022-11-02","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","439101.00","439101.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","439101.00","439101.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-08","2022-09-16","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55114.16","478959.81","478959.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55114.16","478959.81","478959.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-09","2022-09-17","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3736.45","3736.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3736.45","3736.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q",,,,,"24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2022-09-30","2022-09-30","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8414.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1047540.00","206540.00","206540.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1055954.00","206540.00","206540.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-08","2022-06-18","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3625668.00","3625668.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3625668.00","3625668.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-11","2022-10-20","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58087.25","58087.25","0.00","0.00","0.00","0.00","0.00","502450.17","5107627.70","5107627.70","0.00","0.00","0.00","0.00","0.00","0.00","22358.16","22358.16","0.00","502450.17","5143356.79","5143356.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-10","2022-09-20","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","431.00","3809.00","3809.00","0.00","0.00","0.00","0.00","0.00","636148.00","2314252.00","2314252.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","636579.00","2318061.00","2318061.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-06","2022-09-17","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-29","2022-09-29","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","52.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1733032.20","100385.42","100385.42","0.00","0.00","0.00","0.00","0.00","0.00","1710.00","1710.00","0.00","1733084.40","98675.42","98675.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-08","2022-06-17","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2362.50","10963.88","10963.88","0.00","0.00","0.00","0.00","0.00","45990.00","3481540.56","3481540.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48352.50","3492504.44","3492504.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q",,,,,"24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2022-05-11","2022-05-18","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","475.00","475.00","0.00","0.00","0.00","0.00","0.00","283839.00","717253.00","717253.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","283839.00","717728.00","717728.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-11","2022-06-11","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9180.00","284978.66","284978.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10580.00","284978.66","284978.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-12","2022-08-24","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2328.75","9843.88","9843.88","0.00","0.00","0.00","0.00","0.00","24984.00","3047537.65","3047537.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27312.75","3057381.53","3057381.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-08","2022-08-17","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4211.28","4211.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4211.28","4211.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q",,,,,"24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2022-08-10","2022-08-19","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9748.80","2822904.85","2822904.85","0.00","0.00","0.00","0.00","0.00","0.00","199942.94","199942.94","0.00","9748.80","2622961.91","2622961.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-09","2022-08-20","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2281.00","2718.00","2718.00","0.00","0.00","0.00","0.00","0.00","710541.00","2245371.00","2245371.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","712822.00","2248089.00","2248089.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-12-06","2023-02-03","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","125.00","4589.80","4589.80","0.00","0.00","0.00","0.00","0.00","12036.42","1395880.99","1395880.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12161.42","1400470.79","1400470.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-03","2022-06-22","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2600.00","131748.04","131748.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2600.00","131748.04","131748.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-11","2022-06-20","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202205","394355.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29947.18","13490.37","13490.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","424302.18","13490.37","13490.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-10","2022-06-20","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1683.00","1683.00","0.00","0.00","0.00","0.00","0.00","724469.82","449309.80","449309.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","724469.82","450992.80","450992.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-11","2022-09-24","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17277.27","17277.27","0.00","0.00","0.00","0.00","0.00","0.00","1131384.31","1131384.31","0.00","0.00","0.00","0.00","0.00","0.00","7282.69","7282.69","0.00","0.00","1141378.89","1141378.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-04","2022-09-27","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","491100.00","396907.48","396907.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","491100.00","396907.48","396907.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-10","2022-05-23","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4250.00","6083.00","6083.00","0.00","0.00","0.00","0.00","0.00","425841.00","1433325.00","1433325.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","430091.00","1439408.00","1439408.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-07","2022-08-23","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","88293.48","88293.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","88293.48","88293.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-10","2022-10-11","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4860.00","4500524.52","4500524.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4860.00","4500524.52","4500524.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-09","2022-07-19","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1450.00","1450.00","0.00","0.00","0.00","0.00","0.00","378531.00","785909.00","785909.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","378531.00","787359.00","787359.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-06","2022-05-24","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15491.66","15491.66","0.00","0.00","0.00","0.00","0.00","5877.00","5480875.21","5480875.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5877.00","5496366.87","5496366.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q",,,,,"24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2022-06-11","2022-06-13","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40478.22","40478.22","0.00","0.00","0.00","0.00","0.00","0.00","646867.00","646867.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","687345.22","687345.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-11","2022-05-20","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16600.00","101.00","101.00","0.00","0.00","0.00","0.00","0.00","25363.80","15460.70","15460.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","41963.80","15561.70","15561.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-10","2022-05-23","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","417.00","417.00","0.00","0.00","0.00","0.00","0.00","622234.43","893274.56","893274.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","622234.43","893691.56","893691.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-09","2022-08-09","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24979.70","24979.70","0.00","0.00","0.00","0.00","0.00","2128454.90","249048.49","249048.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2128454.90","274028.19","274028.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-16","2022-07-20","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.25","11.25","0.00","0.00","0.00","0.00","0.00","45404.69","690475.15","690475.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45404.69","690486.40","690486.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-11","2022-07-20","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.04","6.04","0.00","0.00","0.00","0.00","0.00","1562232.06","7049379.27","7049379.27","0.00","0.00","0.00","0.00","0.00","0.00","38404.22","38404.22","0.00","1562232.06","7010981.09","7010981.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
